policy_id,age,gender,policy_type_1,policy_type_2,policy_amount,premium_amount,policy_tenure_years,policy_tenure_decimal,channel1,channel2,channel3,substandard_risk,number_of_advance_premium,initial_benefit,policy_lapse,premium_to_benefit_ratio,age_squared,premium_squared,benefit_squared
178982,32,0,6,37,0,23,4,3.0,6,2,9,0.0,0,0.0,1,23.0,1024,529,0
166627,24,1,3,12,20,0,3,2.333333333,6,2,25,0.0,0,0.0,1,0.0,576,0,400
75777,31,1,3,17,300,0,3,2.5,2,3,0,0.0,0,0.0,1,0.0,961,0,90000
121543,28,1,3,13,4000,0,2,1.416666667,6,2,14,0.0,0,0.0,1,0.0,784,0,16000000
15279,6,1,3,12,100,0,4,3.416666667,2,3,0,0.0,0,0.0,1,0.0,36,0,10000
152694,23,0,6,38,2500,28,4,3.333333333,6,2,9,0.0,0,0.0,1,0.011195521791283487,529,784,6250000
47412,9,1,3,17,100,0,4,3.833333333,2,3,0,0.0,0,0.0,0,0.0,81,0,10000
123427,34,1,6,36,2500,8,4,3.333333333,6,2,9,0.0,0,0.0,0,0.003198720511795282,1156,64,6250000
180142,39,0,15,63,10000,120,2,1.083333333,6,2,7,0.0,0,0.0,1,0.011998800119988001,1521,14400,100000000
239,28,1,1,2,100000,216,8,7.666666667,1,1,1,0.0,0,0.0,1,0.002159978400215998,784,46656,10000000000
174990,27,1,7,39,57014,204,4,3.666666667,6,2,44,0.0,0,0.0,0,0.0035780057879505394,729,41616,3250596196
140221,32,1,3,5,10000,408,3,2.75,6,2,45,0.0,0,0.0,0,0.04079592040795921,1024,166464,100000000
97188,35,0,3,5,12000,1200,3,2.666666667,2,3,0,0.0,0,0.0,1,0.09999166736105325,1225,1440000,144000000
33545,55,1,12,58,20000,782,1,0.416666667,2,3,0,0.0,0,0.0,0,0.039098045097745115,3025,611524,400000000
149010,53,1,6,30,50000,60,4,3.666666667,6,2,22,0.0,0,0.0,1,0.0011999760004799903,2809,3600,2500000000
174369,23,1,6,37,0,23,5,4.75,6,2,30,0.0,0,0.0,0,23.0,529,529,0
92290,25,1,3,5,80000,720,3,2.083333333,2,3,0,0.0,0,0.0,1,0.008999887501406232,625,518400,6400000000
137880,35,1,15,63,10000,120,2,1.166666667,6,2,2,0.0,0,0.0,1,0.011998800119988001,1225,14400,100000000
103550,32,1,3,13,6000,0,2,1.416666667,2,3,0,0.0,0,0.0,1,0.0,1024,0,36000000
146759,22,0,7,39,20000,99,3,2.75,6,2,22,0.0,0,0.0,1,0.004949752512374382,484,9801,400000000
131097,24,0,3,13,4000,0,2,1.833333333,6,2,49,0.0,0,0.0,0,0.0,576,0,16000000
92706,24,0,12,58,10101,180,2,1.583333333,2,3,0,0.0,0,0.0,1,0.01781825381112651,576,32400,102030201
117366,28,1,6,30,50000,41,3,2.833333333,6,2,1,0.0,0,0.0,1,0.0008199836003279934,784,1681,2500000000
185489,53,0,12,58,40000,1449,2,1.25,8,3,0,0.0,0,0.0,1,0.03622409439764006,2809,2099601,1600000000
31852,32,1,8,45,400000,0,3,2.916666667,2,3,0,0.0,0,0.0,0,0.0,1024,0,160000000000
89808,57,0,3,12,40,0,6,5.166666667,2,3,0,0.0,0,0.0,0,0.0,3249,0,1600
5618,21,1,3,5,2040,408,2,1.916666667,2,3,0,0.0,0,0.0,1,0.19990200881920628,441,166464,4161600
8589,26,1,3,14,100,0,6,5.0,2,3,0,0.0,0,0.0,1,0.0,676,0,10000
135189,26,0,3,9,40,0,1,0.25,6,2,31,0.0,0,0.0,0,0.0,676,0,1600
108133,35,0,3,5,10000,720,3,2.5,2,3,0,0.0,0,0.0,1,0.071992800719928,1225,518400,100000000
121837,22,1,15,63,10000,120,1,0.833333333,6,2,2,0.0,0,0.0,0,0.011998800119988001,484,14400,100000000
114227,49,1,3,5,38000,1000,4,3.333333333,4,1,28,0.0,0,0.0,1,0.026315096971132337,2401,1000000,1444000000
71564,31,0,10,55,0,0,1,0.666666667,2,3,0,0.0,0,0.0,0,0.0,961,0,0
181885,39,1,13,60,2000,1,1,0.333333333,7,3,0,0.0,0,0.0,0,0.0004997501249375312,1521,1,4000000
104770,27,1,3,10,20000,0,7,6.25,2,3,0,0.0,0,0.0,1,0.0,729,0,400000000
108588,5,1,3,23,11000,0,2,1.916666667,2,3,0,0.0,0,0.0,0,0.0,25,0,121000000
50393,28,1,3,8,30000,0,7,6.25,2,3,0,0.0,0,0.0,0,0.0,784,0,900000000
139217,29,1,7,39,22000,194,4,3.666666667,6,2,27,0.0,0,0.0,1,0.008817781009954093,841,37636,484000000
179807,37,1,3,6,0,367,2,1.916666667,6,2,53,0.0,0,0.0,0,367.0,1369,134689,0
126901,32,1,3,9,40,0,4,3.0,6,2,9,0.0,0,0.0,1,0.0,1024,0,1600
158018,27,1,15,63,20000,240,1,0.166666667,6,2,8,0.0,0,0.0,0,0.0119994000299985,729,57600,400000000
85192,63,0,3,7,0,0,5,4.25,2,3,0,0.0,0,0.0,0,0.0,3969,0,0
105383,37,1,3,5,15000,1680,6,5.75,2,3,0,0.0,0,0.0,1,0.11199253383107793,1369,2822400,225000000
158305,36,1,6,30,20000,32,5,4.25,6,2,27,0.0,0,0.0,1,0.0015999200039998,1296,1024,400000000
121525,25,1,3,5,20000,480,2,1.416666667,6,2,44,0.0,0,0.0,1,0.023998800059997,625,230400,400000000
82226,50,1,3,5,20000,920,2,1.083333333,2,3,0,0.0,0,0.0,0,0.04599770011499425,2500,846400,400000000
121994,38,1,3,9,40,0,1,0.666666667,6,2,57,0.0,0,0.0,1,0.0,1444,0,1600
131742,28,0,15,63,10000,120,1,0.666666667,6,2,2,0.0,0,0.0,0,0.011998800119988001,784,14400,100000000
49554,58,1,10,56,0,0,1,0.75,2,3,0,0.0,0,0.0,0,0.0,3364,0,0
20292,39,1,3,9,390,0,5,4.083333333,2,3,0,0.0,0,0.0,1,0.0,1521,0,152100
132672,27,0,6,30,50000,44,4,3.75,6,2,9,0.0,0,0.0,0,0.000879982400351993,729,1936,2500000000
12633,54,0,3,14,120,0,7,6.166666667,2,3,0,0.0,0,0.0,0,0.0,2916,0,14400
94211,33,0,3,5,50000,2000,7,6.083333333,2,3,0,0.0,0,0.0,1,0.03999920001599968,1089,4000000,2500000000
49125,41,1,3,5,20000,1800,2,1.416666667,2,3,0,0.0,0,0.0,0,0.08999550022498876,1681,3240000,400000000
136229,35,1,7,39,40000,238,4,3.416666667,6,2,21,0.0,0,0.0,0,0.005949851253718657,1225,56644,1600000000
77965,2,0,3,13,20000,0,7,6.083333333,2,3,0,0.0,0,0.0,0,0.0,4,0,400000000
126006,32,1,6,32,60,66,4,3.833333333,6,2,12,0.0,0,0.0,0,1.0819672131147542,1024,4356,3600
83514,40,1,3,5,30000,960,7,6.0,2,3,0,0.0,0,0.0,1,0.031998933368887705,1600,921600,900000000
60574,37,1,8,41,25000,4000,1,0.5,2,3,0,0.0,0,0.0,0,0.15999360025598977,1369,16000000,625000000
150804,27,1,15,63,20000,240,2,1.666666667,6,2,19,0.0,0,0.0,0,0.0119994000299985,729,57600,400000000
34278,5,1,3,5,20000,600,7,6.166666667,2,3,0,0.0,0,0.0,1,0.02999850007499625,25,360000,400000000
175233,29,1,6,36,2500,8,4,3.5,6,2,22,0.0,0,0.0,0,0.003198720511795282,841,64,6250000
129817,24,1,6,35,50000,84,4,3.333333333,6,2,12,0.0,0,0.0,0,0.0016799664006719867,576,7056,2500000000
73590,1,1,3,5,10000,720,6,5.166666667,2,3,0,0.0,0,0.0,1,0.071992800719928,1,518400,100000000
135615,25,1,6,36,1000,4,5,4.083333333,6,2,41,0.0,0,0.0,0,0.003996003996003996,625,16,1000000
67938,50,1,5,32,50,30,6,5.333333333,2,3,0,0.0,0,0.0,1,0.5882352941176471,2500,900,2500
5132,21,1,3,10,40000,0,3,2.666666667,2,3,0,0.0,0,0.0,1,0.0,441,0,1600000000
92958,43,1,17,65,100000,2910,2,1.166666667,2,3,0,0.0,0,0.0,0,0.029099709002909972,1849,8468100,10000000000
36984,23,0,3,8,20000,0,4,3.25,2,3,0,0.0,0,0.0,1,0.0,529,0,400000000
178832,30,1,3,9,34,0,4,3.166666667,6,2,14,0.0,0,0.0,1,0.0,900,0,1156
116795,35,1,6,38,2500,28,4,3.416666667,6,2,9,0.0,0,0.0,0,0.011195521791283487,1225,784,6250000
45213,37,0,3,5,10000,720,7,6.083333333,2,3,0,0.0,0,0.0,0,0.071992800719928,1369,518400,100000000
183254,38,0,13,59,70000,36,1,0.5,7,3,0,0.0,0,65732.8464,0,0.0005142783674518935,1444,1296,4900000000
97251,8,1,8,45,20000,0,3,2.666666667,2,3,0,0.0,0,0.0,1,0.0,64,0,400000000
132613,28,1,7,39,52000,205,4,3.666666667,6,2,17,0.0,0,0.0,0,0.003942231880156151,784,42025,2704000000
170912,27,1,15,63,20000,240,1,0.333333333,6,2,9,0.0,0,0.0,0,0.0119994000299985,729,57600,400000000
75012,32,1,3,5,10000,600,4,3.416666667,2,3,0,0.0,0,0.0,1,0.059994000599940006,1024,360000,100000000
178906,28,1,3,5,10000,480,4,3.083333333,6,2,47,0.0,0,0.0,0,0.047995200479952004,784,230400,100000000
77350,47,1,19,77,100000,4560,1,0.0,2,3,0,0.0,0,0.0,0,0.045599544004559955,2209,20793600,10000000000
146288,38,1,3,5,20000,480,4,3.166666667,6,2,1,0.0,0,0.0,1,0.023998800059997,1444,230400,400000000
87040,26,1,3,5,100000,20000,2,1.916666667,2,3,0,0.0,0,0.0,0,0.1999980000199998,676,400000000,10000000000
146737,35,1,3,5,6000,408,3,2.666666667,6,2,53,0.0,0,0.0,1,0.0679886685552408,1225,166464,36000000
73819,53,0,3,17,60,0,5,4.833333333,2,3,0,0.0,0,0.0,0,0.0,2809,0,3600
123890,26,1,3,13,6000,0,3,2.916666667,6,2,2,0.0,0,0.0,1,0.0,676,0,36000000
158287,29,1,6,36,1000,3,5,4.25,6,2,27,0.0,0,0.0,0,0.002997002997002997,841,9,1000000
45491,33,0,3,14,80,0,6,5.833333333,2,3,0,0.0,0,0.0,0,0.0,1089,0,6400
75445,14,1,3,17,60,0,3,2.833333333,2,3,0,0.0,0,0.0,1,0.0,196,0,3600
148210,28,0,3,5,20000,480,1,0.083333333,6,2,9,0.0,0,0.0,0,0.023998800059997,784,230400,400000000
136609,42,1,3,13,4000,0,4,3.166666667,6,2,2,0.0,0,0.0,0,0.0,1764,0,16000000
164380,26,0,3,22,4000,0,1,0.5,6,2,9,0.0,0,0.0,0,0.0,676,0,16000000
174816,41,1,6,35,100000,167,4,3.916666667,6,2,23,0.0,0,0.0,1,0.0016699833001669983,1681,27889,10000000000
108971,13,1,3,5,20000,446,2,1.416666667,2,3,0,0.0,0,0.0,1,0.022298885055747213,169,198916,400000000
168935,29,1,7,39,22000,101,4,3.333333333,6,2,25,0.0,0,0.0,0,0.004590700422708058,841,10201,484000000
176877,36,0,15,63,20000,240,2,1.333333333,6,2,6,0.0,0,0.0,0,0.0119994000299985,1296,57600,400000000
3998,37,0,3,8,50000,0,5,4.083333333,2,3,0,0.0,0,0.0,1,0.0,1369,0,2500000000
177137,52,1,3,6,0,600,1,0.833333333,6,2,9,0.0,0,0.0,0,600.0,2704,360000,0
37898,15,1,3,5,20000,1920,3,2.0,2,3,0,0.0,0,0.0,1,0.095995200239988,225,3686400,400000000
87768,44,0,12,58,20000,555,1,0.833333333,2,3,0,0.0,0,0.0,1,0.02774861256937153,1936,308025,400000000
158663,32,1,6,30,50000,44,4,3.75,6,2,23,0.0,0,0.0,0,0.000879982400351993,1024,1936,2500000000
69263,63,0,3,6,0,640,4,3.75,2,3,0,0.0,0,0.0,1,640.0,3969,409600,0
159401,36,1,3,12,100,0,4,3.166666667,6,2,2,0.0,0,0.0,1,0.0,1296,0,10000
110022,35,1,3,7,0,0,3,2.833333333,4,1,8,0.0,0,0.0,0,0.0,1225,0,0
130922,36,1,3,6,0,480,3,2.166666667,6,2,51,0.0,0,0.0,0,480.0,1296,230400,0
110423,23,1,3,8,40000,0,7,6.75,4,1,3,0.0,0,0.0,0,0.0,529,0,1600000000
105203,22,0,3,8,20000,0,6,5.916666667,2,3,0,0.0,0,0.0,1,0.0,484,0,400000000
142062,24,1,7,39,40000,139,5,4.0,6,2,10,0.0,0,0.0,0,0.003474913127171821,576,19321,1600000000
171444,22,1,6,38,2500,27,5,4.083333333,6,2,24,0.0,0,0.0,1,0.010795681727309077,484,729,6250000
53600,28,1,3,6,0,240,3,2.833333333,2,3,0,0.0,0,0.0,1,240.0,784,57600,0
114729,28,0,3,13,30000,0,7,6.416666667,4,1,6,0.0,0,0.0,1,0.0,784,0,900000000
45528,33,1,3,16,60,0,6,5.833333333,2,3,0,0.0,0,0.0,1,0.0,1089,0,3600
170999,43,0,3,5,16000,480,1,0.083333333,6,2,34,0.0,0,0.0,0,0.029998125117180176,1849,230400,256000000
184126,52,0,3,5,10000,2000,1,0.916666667,8,3,0,0.0,0,0.0,0,0.1999800019998,2704,4000000,100000000
143838,29,0,3,5,10000,432,3,2.25,6,2,44,0.0,0,0.0,0,0.043195680431956804,841,186624,100000000
118371,45,1,3,23,15000,0,2,1.25,6,2,2,0.0,0,0.0,0,0.0,2025,0,225000000
44849,59,1,3,17,200,0,7,6.416666667,2,3,0,0.0,0,0.0,0,0.0,3481,0,40000
153554,21,0,3,13,26000,0,3,2.5,6,2,31,0.0,0,0.0,1,0.0,441,0,676000000
149951,49,0,3,5,10000,540,3,2.833333333,6,2,14,0.0,0,0.0,0,0.05399460053994601,2401,291600,100000000
65827,33,1,12,58,10000,202,2,1.0,2,3,0,0.0,0,0.0,0,0.0201979802019798,1089,40804,100000000
54975,47,1,10,55,0,0,1,0.916666667,2,3,0,0.0,0,0.0,0,0.0,2209,0,0
129445,43,1,7,39,20000,312,4,3.666666667,6,2,38,0.0,0,0.0,1,0.01559922003899805,1849,97344,400000000
173834,33,0,3,5,200000,4000,2,1.0,6,2,23,0.0,0,0.0,0,0.019999900000499997,1089,16000000,40000000000
111614,41,0,3,8,27000,0,7,6.083333333,4,1,11,0.0,0,0.0,1,0.0,1681,0,729000000
125197,22,1,15,63,10000,120,1,0.666666667,6,2,2,0.0,0,0.0,0,0.011998800119988001,484,14400,100000000
31017,44,1,3,5,60000,2400,5,4.166666667,2,3,0,0.0,0,0.0,0,0.039999333344444256,1936,5760000,3600000000
151310,19,0,3,9,160,0,1,0.666666667,6,2,44,0.0,0,0.0,1,0.0,361,0,25600
61502,32,1,3,6,0,600,7,6.0,2,3,0,0.0,0,0.0,1,600.0,1024,360000,0
73165,12,1,3,5,20000,1440,6,5.583333333,2,3,0,0.0,0,0.0,1,0.071996400179991,144,2073600,400000000
115552,24,1,10,55,0,0,1,0.083333333,4,1,6,0.0,0,0.0,0,0.0,576,0,0
79612,25,1,3,6,0,720,5,4.5,2,3,0,0.0,0,0.0,0,720.0,625,518400,0
12754,32,1,3,12,40,0,7,6.083333333,2,3,0,0.0,0,0.0,0,0.0,1024,0,1600
93796,42,1,3,12,40,0,7,6.416666667,2,3,0,0.0,0,0.0,1,0.0,1764,0,1600
179072,32,0,3,9,35,0,3,2.916666667,6,2,14,0.0,0,0.0,1,0.0,1024,0,1225
160686,28,0,3,12,20,0,2,1.25,6,2,15,0.0,0,0.0,1,0.0,784,0,400
117221,32,1,3,9,40,0,4,3.0,6,2,29,0.0,0,0.0,0,0.0,1024,0,1600
89845,6,0,3,8,15000,0,6,5.166666667,2,3,0,0.0,0,0.0,1,0.0,36,0,225000000
141960,33,1,6,32,40,81,5,4.166666667,6,2,27,0.0,0,0.0,1,1.975609756097561,1089,6561,1600
48256,42,0,3,9,40,0,3,2.666666667,2,3,0,0.0,0,0.0,1,0.0,1764,0,1600
11007,3,0,10,55,0,0,3,2.0,2,3,0,0.0,0,0.0,0,0.0,9,0,0
107353,32,1,3,5,80000,1680,4,3.5,2,3,0,0.0,0,0.0,1,0.02099973750328121,1024,2822400,6400000000
128210,19,0,3,13,4000,0,2,1.0,6,2,56,0.0,0,0.0,0,0.0,361,0,16000000
31379,23,0,8,48,300,0,4,3.75,2,3,0,0.0,0,0.0,0,0.0,529,0,90000
73813,33,0,3,5,20000,1200,5,4.833333333,2,3,0,0.0,0,0.0,0,0.0599970001499925,1089,1440000,400000000
123458,25,1,6,38,2500,28,4,3.333333333,6,2,9,0.0,0,0.0,1,0.011195521791283487,625,784,6250000
18439,42,0,3,16,7500,0,6,5.916666667,2,3,0,0.0,0,0.0,1,0.0,1764,0,56250000
67419,9,1,3,5,20000,2160,6,5.75,2,3,0,0.0,0,0.0,0,0.1079946002699865,81,4665600,400000000
98900,35,1,3,11,20000,0,8,7.083333333,2,3,0,0.0,0,0.0,1,0.0,1225,0,400000000
117942,24,1,3,22,4000,0,3,2.166666667,6,2,44,0.0,0,0.0,1,0.0,576,0,16000000
138278,29,1,15,63,20000,240,1,0.583333333,6,2,15,0.0,0,0.0,0,0.0119994000299985,841,57600,400000000
180264,21,1,3,12,80,0,1,0.916666667,6,2,22,0.0,0,0.0,1,0.0,441,0,6400
34318,47,0,3,5,16000,480,7,6.083333333,2,3,0,0.0,0,0.0,0,0.029998125117180176,2209,230400,256000000
11362,44,0,10,56,0,0,2,1.5,2,3,0,0.0,0,0.0,0,0.0,1936,0,0
22627,33,0,12,58,50000,1012,1,0.75,2,3,0,0.0,0,0.0,0,0.02023959520809584,1089,1024144,2500000000
117362,30,1,7,39,20000,116,3,2.833333333,6,2,48,0.0,0,0.0,1,0.005799710014499275,900,13456,400000000
37652,27,1,10,54,4819,2400,3,2.416666667,2,3,0,0.0,0,0.0,0,0.4979253112033195,729,5760000,23222761
45318,21,0,3,5,10000,1080,7,6.0,2,3,0,0.0,0,0.0,1,0.10798920107989202,441,1166400,100000000
109580,10,1,17,66,50000,230,1,0.333333333,2,3,0,0.0,0,0.0,0,0.004599908001839963,100,52900,2500000000
101117,60,1,3,7,0,0,5,4.416666667,2,3,0,0.0,0,0.0,0,0.0,3600,0,0
159000,22,1,7,39,20000,68,4,3.5,6,2,48,0.0,0,0.0,1,0.003399830008499575,484,4624,400000000
44522,35,0,12,58,20000,437,1,0.083333333,2,3,0,0.0,0,0.0,0,0.02184890755462227,1225,190969,400000000
155704,24,0,3,7,0,0,4,3.583333333,6,2,2,0.0,0,0.0,0,0.0,576,0,0
6249,44,1,3,5,20000,1920,2,1.0,2,3,0,0.0,0,0.0,0,0.095995200239988,1936,3686400,400000000
177198,35,0,3,9,80,0,1,0.666666667,6,2,67,0.0,0,0.0,0,0.0,1225,0,6400
150798,37,1,3,13,4000,0,2,1.666666667,6,2,15,0.0,0,0.0,1,0.0,1369,0,16000000
79574,53,0,3,6,0,600,5,4.583333333,2,3,0,0.0,0,0.0,0,600.0,2809,360000,0
129084,30,0,7,39,20000,74,5,4.083333333,6,2,31,0.0,0,0.0,1,0.0036998150092495377,900,5476,400000000
135046,37,1,3,13,6000,0,1,0.666666667,6,2,7,0.0,0,0.0,0,0.0,1369,0,36000000
170751,36,0,3,6,0,2000,1,0.666666667,6,2,43,0.0,0,0.0,0,2000.0,1296,4000000,0
180045,39,1,15,63,20000,240,2,1.333333333,6,2,9,0.0,0,0.0,0,0.0119994000299985,1521,57600,400000000
79812,4,1,3,17,100,0,5,4.333333333,2,3,0,0.0,0,0.0,0,0.0,16,0,10000
89463,38,1,3,6,0,400,6,5.583333333,2,3,0,0.0,0,0.0,1,400.0,1444,160000,0
19101,33,1,3,5,60000,2400,6,5.333333333,2,3,0,0.0,0,0.0,1,0.039999333344444256,1089,5760000,3600000000
3207,29,0,3,5,10000,600,5,4.916666667,2,3,0,0.0,0,0.0,1,0.059994000599940006,841,360000,100000000
126432,25,0,7,39,30000,116,4,3.416666667,6,2,26,0.0,0,0.0,0,0.003866537782073931,625,13456,900000000
155828,27,1,6,30,50000,44,4,3.416666667,6,2,12,0.0,0,0.0,0,0.000879982400351993,729,1936,2500000000
45780,18,0,3,8,80000,0,6,5.666666667,2,3,0,0.0,0,0.0,1,0.0,324,0,6400000000
90189,46,0,3,13,12000,0,5,4.75,2,3,0,0.0,0,0.0,1,0.0,2116,0,144000000
60361,23,1,12,58,20000,330,1,0.916666667,2,3,0,0.0,0,0.0,0,0.016499175041247937,529,108900,400000000
82404,54,1,12,58,100000,3912,1,0.75,2,3,0,0.0,0,0.0,0,0.03911960880391196,2916,15303744,10000000000
47128,57,1,3,5,20000,1361,5,4.166666667,2,3,0,0.0,0,0.0,1,0.06804659767011649,3249,1852321,400000000
37058,35,0,3,15,20000,0,4,3.166666667,2,3,0,0.0,0,0.0,1,0.0,1225,0,400000000
25954,25,0,3,5,20000,480,4,3.75,2,3,0,0.0,0,0.0,0,0.023998800059997,625,230400,400000000
71701,38,0,12,58,20000,473,1,0.416666667,2,3,0,0.0,0,0.0,0,0.023648817559122043,1444,223729,400000000
149609,32,1,3,6,0,432,4,3.166666667,6,2,8,0.0,0,0.0,0,432.0,1024,186624,0
94129,6,1,3,5,6000,1200,7,6.166666667,2,3,0,0.0,0,0.0,1,0.19996667222129644,36,1440000,36000000
72194,42,1,3,5,10000,1200,7,6.333333333,2,3,0,0.0,0,0.0,1,0.11998800119988001,1764,1440000,100000000
112733,22,0,3,6,0,240,5,4.666666667,4,1,28,0.0,0,0.0,1,240.0,484,57600,0
80981,50,0,3,5,30000,1600,3,2.833333333,2,3,0,0.0,0,0.0,1,0.05333155561481284,2500,2560000,900000000
153119,32,0,3,5,20000,480,3,2.916666667,6,2,24,0.0,0,0.0,0,0.023998800059997,1024,230400,400000000
79568,27,1,3,8,60000,0,5,4.583333333,2,3,0,0.0,0,0.0,0,0.0,729,0,3600000000
158067,29,1,3,22,20000,0,1,0.083333333,6,2,9,0.0,0,0.0,0,0.0,841,0,400000000
2116,46,0,3,17,60,0,7,6.083333333,2,3,0,0.0,0,0.0,1,0.0,2116,0,3600
114867,32,0,8,44,0,10000,3,2.666666667,4,1,4,0.0,0,0.0,0,10000.0,1024,100000000,0
160018,41,1,3,12,60,0,3,2.5,6,2,14,0.0,0,0.0,0,0.0,1681,0,3600
183867,59,0,12,58,49000,3043,2,1.5,8,3,0,0.0,0,0.0,1,0.062100773453602987,3481,9259849,2401000000
88634,36,0,3,12,60,0,7,6.25,2,3,0,0.0,0,0.0,1,0.0,1296,0,3600
36076,18,0,3,13,30000,0,5,4.416666667,2,3,0,0.0,0,0.0,1,0.0,324,0,900000000
122743,51,1,6,32,60,66,4,3.916666667,6,2,12,0.0,0,0.0,1,1.0819672131147542,2601,4356,3600
137828,41,0,15,63,30000,590,2,1.416666667,6,2,9,0.0,0,0.0,0,0.019666011132962236,1681,348100,900000000
7324,34,0,3,8,27000,0,7,6.166666667,2,3,0,0.0,0,0.0,1,0.0,1156,0,729000000
47331,59,1,3,5,13000,720,5,4.0,2,3,0,0.0,0,0.0,1,0.05538035535728021,3481,518400,169000000
61329,27,1,3,8,60000,0,7,6.166666667,2,3,0,0.0,0,0.0,1,0.0,729,0,3600000000
114127,31,0,3,17,200,0,6,5.916666667,4,1,5,0.0,0,0.0,1,0.0,961,0,40000
152858,42,1,3,10,20000,0,4,3.166666667,6,2,46,0.0,0,0.0,1,0.0,1764,0,400000000
151508,27,1,15,63,10000,120,1,0.166666667,6,2,2,0.0,0,0.0,0,0.011998800119988001,729,14400,100000000
153586,51,1,3,6,0,3000,3,2.416666667,6,2,7,0.0,0,0.0,0,3000.0,2601,9000000,0
169767,21,0,3,22,4000,0,3,2.583333333,6,2,9,0.0,0,0.0,1,0.0,441,0,16000000
